,sub_label,obj_label,subj_anchors
1375,newspaper,"['paper', 'news', 'information', 'pictures', 'photos', 'ink', 'pages', 'advertising', 'advertisements', 'articles', 'headlines', 'words', 'stories', 'writing', 'journalists', 'entertainment', 'sport', 'features', 'columns', 'puzzles', 'letters', 'cartoons', 'reports', 'reviews', 'editors', 'opinions']","['magazine', 'radio', 'books']"
1376,nightingale,"['feathers', 'wings', 'eyes', 'legs', 'claws', 'feet']","['butterfly', 'piano', 'birds']"
1377,nose,"['skin', 'hairs', 'bone', 'flesh']","['mouth', 'ears', 'eyes']"
1378,oak,"['leaves', 'roots', 'branches', 'bark', 'birds']","['stone', 'wood', 'cotton']"
1379,octopus,"['legs', 'eyes', 'ink', 'round']","['fish', 'insects', 'mice']"
1380,olive,"['oil', 'skin', 'flesh']","['orange', 'grape', 'wheat']"
1381,onion,"['layers', 'skin', 'roots', 'rings']","['tomato', 'cheese', 'tobacco']"
1382,orange,"['seeds', 'skin', 'segments', 'juice', 'flesh']","['red', 'yellow', 'white']"
1383,orchid,"['leaves', 'roots', 'flowers', 'colours', 'varieties', 'pollen']","['algae', 'butterfly', 'fruit']"
1384,ostrich,"['feathers', 'legs', 'wings', 'eggs', 'meat', 'eyes']","['deer', 'sheep', 'pig']"
1385,otter,"['fur', 'hair', 'legs', 'claws', 'teeth']","['deer', 'seal', 'sheep']"
1386,oven,"['doors', 'shelves', 'settings', 'controls', 'buttons']","['kitchen', 'sink', 'fridge']"
1387,owl,"['feathers', 'wisdom', 'eyes', 'wings', 'flight', 'claws', 'ears', 'varieties', 'feet']","['hawk', 'deer', 'bird']"
1388,ox,"['horns', 'legs', 'fur', 'hair', 'strength', 'ears', 'eyes', 'skin']","['horse', 'cattle', 'deer']"
1389,pamphlet,"['paper', 'information', 'advertising', 'advertisement', 'pictures', 'illustrations', 'images', 'pages', 'words', 'text', 'writing', 'ink', 'arguments', 'message']","['magazine', 'book', 'books']"
1390,pansy,"['leaves', 'roots', 'colours', 'pollen', 'flowers', 'seeds']","['chicken', 'rabbit', 'beef']"
1391,panther,"['fur', 'hair', 'legs', 'teeth', 'claws']","['human', 'deer', 'snake']"
1392,parakeet,"['feathers', 'wings', 'claws', 'legs', 'feet']","['deer', 'bass', 'rabbit']"
1393,parka,"['pockets', 'fur', 'sleeves', 'arms', 'buttons']","['socks', 'shoes', 'clothing']"
1394,parsley,"['leaves', 'stems', 'roots']","['wheat', 'tobacco', 'sugar']"
1395,partridge,"['feathers', 'wings', 'legs', 'claws', 'eyes', 'feet']","['rabbit', 'deer', 'bass']"
1396,peach,"['skin', 'juice', 'flesh']","['orange', 'apples', 'sugar']"
1397,peacock,"['feathers', 'feet', 'legs']","['deer', 'rabbit', 'hawk']"
1398,peanut,"['nuts', 'protein', 'skin', 'oil']","['butter', 'corn', 'beans']"
1399,pear,"['seeds', 'skin', 'flesh']","['apples', 'squash', 'tomato']"
1400,peas,['protein'],"['beans', 'corn', 'vegetables']"
1401,peg,"['legs', 'teeth']","['pin', 'hook', 'chain']"
1402,pelican,"['wings', 'feathers', 'feet', 'legs', 'eyes']","['seal', 'fish', 'cat']"
1403,pen,"['ink', 'cartridges', 'varieties', 'types']","['ink', 'paper', 'pencil']"
1404,penguin,"['wings', 'eggs', 'feathers', 'feet', 'fat', 'legs']","['seal', 'turtle', 'squirrel']"
1405,penknife,"['blades', 'tools', 'handles', 'uses', 'knives', 'accessories']","['knife', 'pencil', 'thread']"
1406,perfume,"['oil', 'brands']","['soap', 'food', 'alcohol']"
1407,piano,"['keys', 'strings', 'seats', 'legs']","['guitar', 'percussion', 'drums']"
1408,pig,"['ears', 'legs', 'eyes', 'fur', 'hair']","['cattle', 'sheep', 'cow']"
1409,pigeon,"['wings', 'feathers', 'claws', 'eyes', 'disease', 'legs']","['deer', 'squirrel', 'fish']"
1410,pillow,['feathers'],"['blankets', 'sheets', 'mattress']"
1411,pine,"['cones', 'needles', 'branches', 'leaves', 'roots', 'bark']","['oak', 'wood', 'clay']"
1412,pineapple,"['spikes', 'points', 'leaves', 'foliage', 'skin', 'juice', 'flesh', 'sugar', 'seeds']","['tobacco', 'apples', 'oak']"
1413,pistol,"['bullets', 'handles']","['knife', 'gun', 'ammunition']"
1414,platypus,"['fur', 'hair', 'feet', 'claws', 'legs', 'skin']","['insects', 'fish', 'scales']"
1415,pliers,"['handles', 'teeth']","['nails', 'knives', 'tools']"
1416,plough,"['blades', 'wheels', 'handles']","['cattle', 'wagon', 'hay']"
1417,plum,"['skin', 'flesh', 'juice']","['sugar', 'vegetables', 'apples']"
1418,pony,"['legs', 'fur', 'hair', 'eyes', 'teeth', 'shoes', 'breeds', 'species']","['horse', 'dog', 'horses']"
1419,poppy,"['leaves', 'seeds', 'roots']","['sugar', 'apples', 'orange']"
1420,porcupine,"['needles', 'legs', 'fur', 'hair']","['deer', 'rabbit', 'pig']"
1421,porsche,"['wheels', 'seats', 'doors', 'style', 'leather', 'brakes', 'mirrors']","['cheese', 'chocolate', 'wine']"
1422,potato,"['skin', 'eyes', 'roots', 'flowers', 'varieties']","['tomato', 'corn', 'wheat']"
1423,pram,"['wheels', 'handles', 'seats', 'beds']","['roll', 'board', 'garden']"
1424,prawn,"['eyes', 'legs', 'antenna', 'flesh']","['fish', 'chicken', 'beef']"
1425,prune,"['skin', 'fibre', 'flesh']","['squash', 'cotton', 'seed']"
1426,pumpkin,"['seeds', 'flesh', 'pulp', 'skin']","['squash', 'orange', 'apples']"
1427,puppet,"['strings', 'arms', 'sticks', 'handles']","['machine', 'costume', 'computer']"
1428,pyjamas,"['trousers', 'legs', 'buttons', 'shorts', 'sleeves']","['underwear', 'socks', 'jeans']"
1429,pyramid,"['sides', 'faces', 'edges', 'steps']","['square', 'tomb', 'cube']"
1430,rabbit,"['ears', 'fur', 'hair', 'teeth', 'legs', 'eyes']","['deer', 'squirrel', 'sheep']"
1431,raccoon,"['fur', 'hair', 'stripes', 'claws', 'legs', 'eyes', 'ears', 'teeth']","['squirrel', 'rabbit', 'cat']"
1432,radio,"['speakers', 'frequencies', 'stations', 'programmes', 'volumes', 'channels', 'information', 'settings', 'controls', 'batteries']","['film', 'print', 'computers']"
1433,radish,"['leaves', 'flesh', 'roots', 'skin']","['squash', 'tomato', 'wheat']"
1434,raft,"['sails', 'passengers', 'seats', 'seat']","['canoe', 'boat', 'rope']"
1435,raisin,['sugar'],"['chocolate', 'cheese', 'sugar']"
1436,rake,"['metal', 'handles', 'points', 'rods', 'teeth']","['boot', 'roll', 'hammer']"
1437,raspberry,"['seeds', 'juice', 'berries', 'fur', 'hair', 'flesh', 'leaves', 'segments', 'sections']","['orange', 'tobacco', 'tomato']"
1438,rattle,"['sounds', 'balls', 'handles', 'beads']","['roll', 'noise', 'sound']"
1439,rattlesnake,"['poison', 'scales', 'skin', 'teeth', 'venom']","['deer', 'rabbit', 'squirrel']"
1440,raven,"['wings', 'feathers', 'eyes', 'legs', 'claws', 'feet']","['hawk', 'bird', 'dog']"
1441,recorder,"['holes', 'notes']","['piano', 'whistle', 'microphone']"
1442,revolver,"['bullets', 'handles']","['knife', 'gun', 'ammunition']"
1443,rhino,"['skin', 'legs', 'eyes', 'feet', 'muscles']","['deer', 'sheep', 'cattle']"
1444,rhubarb,"['leaves', 'fibre', 'strings']","['tobacco', 'tomato', 'cotton']"
1445,rice,['varieties'],"['vegetables', 'corn', 'wheat']"
1446,rifle,"['bullets', 'handles', 'cartridges']","['ammunition', 'cannon', 'gun']"
1447,robe,"['fabric', 'sleeves']","['shoes', 'hood', 'trousers']"
1448,robin,"['wings', 'feathers', 'legs', 'claws', 'feet']","['butterfly', 'squirrel', 'hawk']"
1449,rock,"['minerals', 'fossils']","['roll', 'metal', 'steel']"
1450,rollerskate,"['wheels', 'brakes']","['jumping', 'jump', 'running']"
1451,rope,"['knots', 'strands', 'ends', 'length']","['wire', 'nails', 'chains']"
1452,rose,"['leaves', 'roots', 'pollen', 'flowers']","['white', 'flowers', 'flower']"
1453,ruler,"['measurements', 'markings', 'marks', 'divisions', 'markers', 'inches', 'numbers']","['subject', 'head', 'queen']"
1454,salmon,"['scales', 'fins', 'flesh', 'meat', 'eyes', 'skin']","['fish', 'bass', 'birds']"
1455,sandals,"['straps', 'holes', 'gaps']","['socks', 'shoes', 'heels']"
1456,sandwich,"['bread', 'butter', 'cheese', 'layers', 'spread', 'chicken']","['cheese', 'coffee', 'salad']"
1457,sardine,"['fins', 'scales', 'bones', 'eyes', 'meat']","['fish', 'oil', 'salt']"
1458,satchel,"['straps', 'pockets', 'books', 'handles']","['bag', 'pouch', 'belt']"
1459,satsuma,"['skin', 'segments', 'pieces', 'juice', 'seeds', 'flesh', 'pulp']","['weapons', 'fire', 'fish']"
1460,saw,"['handles', 'teeth', 'blades']","['hammer', 'thread', 'knife']"
1461,saxophone,"['keys', 'buttons']","['guitar', 'piano', 'trumpet']"
1462,scallop,"['eyes', 'muscles', 'meat']","['spoon', 'fork', 'cheese']"
1463,scorpion,"['legs', 'poison', 'claws', 'eyes']","['butterfly', 'spider', 'snake']"
1464,seagull,"['wings', 'feathers', 'legs', 'feet', 'eyes']","['seal', 'fish', 'deer']"
1465,seahorse,"['eyes', 'fins', 'skin']","['fish', 'seal', 'turtle']"
1466,seaweed,"['leaves', 'species']","['algae', 'fish', 'shells']"
1467,shark,"['teeth', 'fins', 'eyes', 'scales']","['fish', 'snake', 'seal']"
1468,shawl,"['patterns', 'designs', 'holes']","['skirt', 'shoes', 'hat']"
1469,sheep,"['wool', 'babies', 'legs', 'eyes', 'fur', 'hair']","['cattle', 'horses', 'animals']"
1470,ship,"['sails', 'sailors', 'passengers', 'pirates']","['cargo', 'boat', 'crew']"
1471,shirt,"['buttons', 'sleeves', 'pockets', 'arms']","['trousers', 'pants', 'tie']"
1472,shoes,"['heels', 'styles', 'toes']","['socks', 'clothing', 'clothes']"
1473,shotgun,"['bullets', 'handles', 'sights']","['gun', 'cannon', 'radio']"
1474,shrimp,"['legs', 'antenna', 'eyes', 'flesh', 'segments']","['fish', 'shells', 'eggs']"
1475,skateboard,"['wheels', 'decoration', 'patterns', 'trucks', 'bearings']","['canoe', 'bike', 'rope']"
1476,skirt,"['folds', 'buttons', 'pockets', 'patterns']","['belt', 'jacket', 'shirt']"
1477,skis,"['straps', 'poles', 'sticks', 'edges']","['wheels', 'trucks', 'ropes']"
1478,skunk,"['fur', 'hair', 'stripes', 'legs', 'eyes', 'feet', 'flesh']","['squirrel', 'rabbit', 'mice']"
1479,sledge,"['runners', 'rails', 'blades', 'seats', 'handles']","['rope', 'cannon', 'wagon']"
1480,slug,"['antenna', 'eyes']","['shell', 'ball', 'shot']"
1481,snail,"['eyes', 'antenna', 'horns']","['fish', 'spider', 'algae']"
1482,sock,['toes'],"['belt', 'shoe', 'glove']"
1483,sofa,"['arms', 'seats', 'feet', 'legs', 'springs', 'covers']","['chairs', 'chair', 'furniture']"
1484,soup,"['vegetables', 'meat', 'water', 'ingredients']","['cheese', 'bread', 'vegetables']"
1485,sparrow,"['wings', 'feathers', 'flight', 'legs', 'nests', 'eyes', 'claws', 'feet']","['eggs', 'squirrel', 'sheep']"
1486,speedboat,"['steering', 'seats', 'seating', 'gears']","['canoe', 'boat', 'fishing']"
1487,spider,"['legs', 'fur', 'hair', 'venom', 'eyes', 'species']","['web', 'butterfly', 'fly']"
1488,spinach,"['leaves', 'iron']","['wheat', 'maize', 'corn']"
1489,squid,"['ink', 'legs', 'eyes', 'arms']","['fish', 'bass', 'algae']"
1490,squirrel,"['fur', 'hair', 'teeth', 'eyes']","['rabbit', 'deer', 'mice']"
1491,starling,"['wings', 'feathers', 'spots', 'claws', 'feet', 'legs', 'eyes']","['children', 'eggs', 'wine']"
1492,stick,"['bark', 'died', 'uses']","['ball', 'thread', 'string']"
1493,stone,['edges'],"['wood', 'glass', 'metal']"
1494,stool,"['legs', 'seats', 'uses']","['chairs', 'floor', 'chair']"
1495,strainer,"['holes', 'handles']","['pump', 'brake', 'machine']"
1496,strawberry,"['seeds', 'juice', 'leaves', 'foliage', 'skin', 'flesh']","['orange', 'grape', 'chocolate']"
1497,submarine,"['sailors', 'missiles', 'weapons', 'radar']","['missile', 'radar', 'ship']"
1498,suit,"['trousers', 'buttons', 'pockets', 'sleeves']","['tie', 'hat', 'skirt']"
1499,sultana,"['sugar', 'juice', 'seeds', 'skin']","['pirates', 'weddings', 'drum']"
1500,sunflower,"['seeds', 'leaves', 'roots', 'oil']","['tobacco', 'cotton', 'squash']"
1501,swan,"['feathers', 'feet', 'wings', 'legs']","['seal', 'deer', 'swift']"
1502,sweater,"['sleeves', 'arms', 'colours']","['jeans', 'skirt', 'trousers']"
1503,swimsuit,"['straps', 'elastic', 'designs', 'styles', 'colours']","['underwear', 'clothing', 'shoes']"
1504,swing,"['seats', 'ropes', 'chains']","['roll', 'jump', 'slide']"
1505,sword,"['blades', 'handles', 'jewels']","['knife', 'spear', 'knives']"
1506,sycamore,"['leaves', 'branches', 'seeds', 'roots', 'bark']","['oak', 'cotton', 'orange']"
1507,table,"['legs', 'chairs']","['chairs', 'chair', 'seat']"
1508,tambourine,"['bells', 'skin', 'handles']","['chocolate', 'cheese', 'sugar']"
1509,tangerine,"['skin', 'segments', 'seeds', 'juice']","['tobacco', 'cotton', 'gum']"
1510,tank,"['tracks', 'guns', 'armour', 'weapons', 'wheels']","['gun', 'missile', 'ship']"
1511,taxi,"['wheels', 'passengers', 'seats', 'doors']","['car', 'van', 'cab']"
1512,tea,"['leaves', 'milk', 'sugar', 'bags', 'varieties']","['coffee', 'wine', 'milk']"
1513,telephone,"['buttons', 'numbers', 'keys', 'handles']","['radio', 'electricity', 'computer']"
1514,television,"['buttons', 'channels', 'programmes', 'pictures', 'cables', 'controls', 'sound', 'speakers', 'broadcasts', 'noise']","['radio', 'film', 'print']"
1515,tent,"['poles', 'doors', 'ropes', 'insects', 'windows', 'strings']","['carriage', 'cabin', 'shelter']"
1516,termite,"['legs', 'antenna', 'wings', 'eyes', 'jaws']","['oak', 'rock', 'sand']"
1517,textbook,"['pages', 'information', 'words', 'questions', 'subjects', 'pictures', 'knowledge', 'chapters', 'examples', 'ink']","['books', 'magazine', 'book']"
1518,thimble,['decoration'],"['belt', 'hammer', 'bell']"
1519,throne,"['gold', 'legs', 'power', 'seats', 'arms', 'jewels', 'history']","['chair', 'seat', 'chairs']"
1520,thumb,"['nails', 'bones', 'skin', 'joints', 'muscles', 'blood', 'flesh']","['finger', 'fingers', 'nail']"
1521,tiger,"['stripes', 'teeth', 'fur', 'hair', 'claws', 'legs', 'ears']","['deer', 'monkey', 'snake']"
1522,tights,"['legs', 'feet', 'colours', 'holes', 'tears', 'elastic']","['trousers', 'socks', 'jeans']"
1523,toad,"['legs', 'feet', 'skin', 'eyes']","['rabbit', 'squirrel', 'beetle']"
1524,toaster,"['element', 'slots', 'buttons', 'wires']","['fridge', 'kitchen', 'coffee']"
1525,tobacco,['leaves'],"['alcohol', 'wine', 'sugar']"
1526,toe,"['nails', 'bones', 'skin', 'flesh', 'joints', 'muscles', 'blood', 'hair', 'fat', 'flexibility']","['foot', 'heel', 'fingers']"
1527,toilet,"['seats', 'water', 'handles', 'pipes']","['bathroom', 'toilets', 'shower']"
1528,tomato,"['seeds', 'juice', 'skin', 'flesh', 'sugar']","['vegetables', 'beans', 'cheese']"
1529,tongs,"['handles', 'arms']","['drums', 'sticks', 'knives']"
1530,tongue,"['muscles', 'flesh']","['teeth', 'lips', 'mouth']"
1531,tortoise,"['legs', 'scales', 'eyes', 'skin', 'claws', 'feet']","['lizard', 'snake', 'rabbit']"
1532,tractor,"['wheels', 'trailers']","['trailer', 'trucks', 'wagon']"
1533,train,"['tracks', 'wheels', 'seats', 'stations', 'food', 'passengers', 'windows', 'toilets']","['car', 'bridge', 'air']"
1534,tray,"['handles', 'sides']","['cup', 'table', 'plate']"
1535,tricycle,"['wheels', 'handles', 'seats']","['bike', 'car', 'horse']"
1536,tripod,"['legs', 'feet']","['antenna', 'cable', 'keyboard']"
1537,trolley,"['wheels', 'handles', 'seats']","['car', 'wagon', 'electric']"
1538,trombone,"['keys', 'buttons', 'valves']","['trumpet', 'percussion', 'bass']"
1539,trousers,"['legs', 'pockets', 'buttons', 'flies', 'styles']","['shoes', 'socks', 'underwear']"
1540,trout,"['scales', 'fins', 'eyes', 'skin', 'flesh', 'spots', 'bones']","['bass', 'fish', 'deer']"
1541,truck,"['wheels', 'fuel', 'doors', 'lights', 'seats', 'mirrors']","['trailer', 'car', 'vehicle']"
1542,tuba,"['keys', 'tubes', 'pipes', 'valves', 'buttons']","['trumpet', 'bass', 'piano']"
1543,tulip,"['leaves', 'roots', 'flowers', 'pollen']","['rose', 'orange', 'oak']"
1544,tuna,"['fins', 'scales', 'eyes', 'meat', 'flesh', 'bones']","['fish', 'vegetables', 'cheese']"
1545,turkey,"['feathers', 'wings', 'legs', 'feet', 'claws', 'eyes', 'skin']","['chicken', 'corn', 'pork']"
1546,turnip,"['roots', 'leaves', 'flesh', 'skin']","['cotton', 'squash', 'tobacco']"
1547,turtle,"['legs', 'skin', 'scales', 'head', 'eyes', 'feet', 'fins']","['fish', 'bird', 'deer']"
1548,tweezers,"['uses', 'grip', 'arms', 'handles', 'ends']","['knives', 'needles', 'nails']"
1549,typewriter,"['keys', 'paper', 'ink', 'buttons', 'letters']","['keyboard', 'computer', 'radio']"
1550,tyre,"['air', 'patterns']","['wheel', 'clutch', 'brake']"
1551,umbrella,"['handles', 'material', 'spikes', 'skin', 'covering', 'shaft']","['hat', 'cap', 'net']"
1552,unicycle,"['wheels', 'wheel', 'seats']","['bike', 'car', 'horse']"
1553,van,"['wheels', 'cargo', 'space', 'doors', 'room', 'seats', 'windows', 'mirrors']","['car', 'vehicle', 'trailer']"
1554,violin,['strings'],"['piano', 'guitar', 'percussion']"
1555,wallet,"['money', 'cards', 'pockets', 'sections', 'photos', 'notes', 'identification', 'coins']","['keys', 'coins', 'glasses']"
1556,walrus,"['fat', 'teeth', 'skin', 'fur', 'hair', 'eyes', 'ears']","['deer', 'oak', 'seal']"
1557,wand,"['ends', 'powers']","['sword', 'staff', 'spear']"
1558,wasp,"['wings', 'stripes', 'legs', 'antenna', 'eyes', 'fur', 'hair']","['bee', 'spider', 'fly']"
1559,watch,"['hands', 'needles', 'straps', 'numbers', 'mechanisms']","['whistle', 'clock', 'radio']"
1560,watermelon,"['seeds', 'juice', 'skin', 'flesh', 'stripes']","['corn', 'wheat', 'cotton']"
1561,wetsuit,"['legs', 'arms', 'sleeves']","['clothing', 'underwear', 'shoes']"
1562,whale,"['fins', 'eyes', 'skin', 'teeth']","['seal', 'fish', 'human']"
1563,wheelbarrow,"['wheels', 'handles', 'rests', 'space']","['wheel', 'wheels', 'rope']"
1564,wheelchair,"['wheels', 'seats', 'handles', 'brakes']","['walking', 'running', 'flight']"
1565,whip,"['handles', 'tails']","['sword', 'knife', 'thread']"
1566,whistle,"['holes', 'openings']","['bells', 'drum', 'bell']"
1567,willow,"['leaves', 'branches', 'roots', 'wood', 'bark']","['oak', 'cotton', 'wood']"
1568,window,"['curtains', 'handles']","['door', 'doors', 'windows']"
1569,wine,['types'],"['food', 'spirits', 'tobacco']"
1570,wolf,"['fur', 'hair', 'teeth', 'legs', 'feet', 'claws', 'eyes']","['human', 'dog', 'cat']"
1571,woodpecker,"['feathers', 'wings', 'legs', 'feet', 'eyes']","['squirrel', 'hawk', 'rabbit']"
1572,wren,"['wings', 'feathers', 'legs', 'eyes', 'feet']","['deer', 'sheep', 'fish']"
1573,yacht,"['sails', 'ropes']","['car', 'boat', 'fishing']"
1574,yoghurt,"['bacteria', 'cream', 'fruit', 'goodness', 'calcium', 'fat', 'protein', 'smell']","['chocolate', 'milk', 'cheese']"
1575,zebra,"['stripes', 'legs', 'predators', 'ears', 'fur', 'hair', 'camouflage']","['deer', 'rabbit', 'squirrel']"
1576,axe,"['handles', 'blades']","['sword', 'spear', 'hammer']"
1577,basket,['handles'],"['net', 'belt', 'thread']"
1578,bayonet,"['blades', 'handles']","['knife', 'sword', 'helmet']"
1579,bell,['handles'],"['whistle', 'clock', 'hammer']"
1580,bikini,"['straps', 'pants', 'ties', 'patterns', 'strings']","['shorts', 'underwear', 'bra']"
1581,blender,['blades'],"['fridge', 'filter', 'kitchen']"
1582,broom,"['handles', 'uses']","['comb', 'bucket', 'brush']"
1583,brush,"['handles', 'wire']","['paint', 'pencil', 'paper']"
1584,cap,"['decoration', 'straps']","['tie', 'skirt', 'bottle']"
1585,castenets,"['string', 'handles']","['books', 'letters', 'stories']"
1586,chestnut,"['nuts', 'skin']","['white', 'black', 'red']"
1587,club,"['handles', 'spikes']","['sport', 'family', 'house']"
1588,crowbar,['handles'],"['hammer', 'hook', 'spear']"
1589,cymbal,['handles'],"['drum', 'drums', 'piano']"
1590,dagger,"['handles', 'blades']","['sword', 'bow', 'spear']"
1591,doorknob,['handles'],"['key', 'door', 'handle']"
1592,drill,"['handles', 'uses']","['percussion', 'fire', 'paper']"
1593,fork,"['spikes', 'handles', 'points']","['knife', 'spoon', 'thread']"
1594,hammer,"['handles', 'uses']","['nails', 'nail', 'knife']"
1595,hatchet,"['handles', 'blades', 'head']","['knife', 'spear', 'sword']"
1596,helmet,"['straps', 'shell']","['sword', 'cap', 'belt']"
1597,hoe,"['handles', 'blades']","['stick', 'hook', 'hammer']"
1598,hook,['handles'],"['chain', 'knot', 'twist']"
1599,kayak,"['seats', 'points']","['canoe', 'fishing', 'boat']"
1600,knife,"['handles', 'blades']","['sword', 'fork', 'gun']"
1601,ladle,"['handles', 'spoon']","['water', 'soap', 'pipe']"
1602,leotard,['straps'],"['shoes', 'belt', 'ribbon']"
1603,machete,"['handles', 'blades']","['knife', 'spear', 'sword']"
1604,mop,"['handles', 'material', 'cloth', 'capabilities', 'strands']","['bucket', 'nails', 'board']"
1605,peeler,"['handles', 'blades']","['filter', 'cheese', 'screw']"
1606,razor,"['blades', 'handles']","['thread', 'wire', 'knife']"
1607,scalpel,"['handles', 'blades']","['thread', 'knife', 'needle']"
1608,scissors,"['blades', 'handles']","['knives', 'nails', 'blades']"
